caseid
223995909
240621581
338169869
72396817
337432601
4026395
8421423
60645425
88596545
8736835
282957897
85039179
83546191
2981971
91709527
8050785
206997605
240099429
59355243
303575153
259068017
296638589
4706435
92389509
59342981
88383623
332916877
2132119
9390233
60080289
1278121
276981933
206334129
4964541
6430929
302858453
253579477
296552665
232351965
3182815
263381217
62718181
8761583
82819315
256026885
331729161
6781197
3455247
212320537
282706209
256629033
71543085
247593269
302420285
2675005
288999745
307712325
337432905
327401809
8526161
6236513
71549289
59980139
239540589
261353837
278788465
333461873
219081077
85383569
296931729
337021333
2148763
80044443
278129057
220756393
271643053
9263533
66372013
243990961
46903733
66113973
7174599
221600201
4297163
339024333
80271821
251224529
3484117
53244377
333240797
295999969
318054897
319476209
313141749
260655617
676363
2613773
328802833
4624923
46369307
272284193
286212645
258509349
202943021
79155757
310737481
329349705
209246793
251202129
2060885
221790809
105061
321645157
278258285
277226105
279085693
329407105
7242377
230734473
264999565
4700815
256459417
337080989
52077225
217197237
280861365
251241145
85613249
304526025
2765525
78869217
92689139
80829181
242426629
268569353
314397453
52339471
5014287
3906321
257985301
271942445
285958961
3973949
8233795
80431941
2286409
325514061
321528657
283247445
8694617
2136923
257323869
339925861
251628401
81965941
257964917
236313461
711549
316121981
202541953
317213581
341037989
333884345
57605051
332008381
257004481
327218121
251161549
285842385
82205649
325706713
257625057
326558693
426981
264885221
45272041
322882545
60806135
82985977
54121467
74439679
50832385
79139841
316490757
258532357
2122769
217365521
4588563
8244251
81624095
276991009
280312869
4060199
329638953
214811689
292869161
9053243
218522689
310170693
318901317
297014341
306185289
3232841
296948813
335553617
6696019
6114399
249441377
3390569
258899061
328377465
320656517
331842693
4875409
77044893
88175773
244262053
268557481
253306025
225703085
307535021
2219183
337644733
44491971
286663881
289279185
6792401
5749975
271564001
333821153
3142889
322487541
45280511
338158849
8353027
207791393
207732001
82201895
288857389
337556785
2440511
341202245
216452421
333444433
316153169
449877
281978197
75394391
5102939
296232289
217257313
8697187
217699685
262172009
7366007
92646777
256064889
333438333
308043157
256603545
8623515
280389025
91444641
335191469
50009523
6460853
8023477
257791421
6972863
80655819
327982545
1916369
203791829
270544353
250158565
335173093
340731365
288622057
325363177
296936941
279633389
279737841
265025021
226100741
546313
317597197
305831445
4109847
288085533
8085031
292488753
317449781
495161
274140745
5391947
257304153
270685793
2571873
56561255
2465395
43918963
2905723
6919813
2875027
62021269
2522775
56411801
87150251
67747501
338466477
208451253
322639541
7200475
338919141
54071015
71333619
4728563
328228597
2236147
80873215
61986567
200972045
59670289
339904277
221402905
5416731
280188705
4775719
276023113
323018569
60362569
2463571
601941
234798937
332744553
4466543
6170485
321202041
3174281
263905165
281354145
331769769
337538985
238620589
3329967
217700277
271701945
4485051
340793281
215500737
8953795
274245573
8708041
82397143
250269657
256614369
200036321
227829733
209395689
314415085
75132913
