unique_url,url_class
hush-hush.com,Pornography
spambarrier.com,Games
oscars.org,Entertainment
justaddbrains.com,Humor/Comics
pbdirectvideo.com,Entertainment
neoprts.com,Malicious Sites
mercedes-benzcup.com,Sports
beanbagbeanbag.com,Online Shopping
thewinnerlist.com,Malicious Sites
tomrichmond.com,Humor/Comics
stbworldwide.org,UNKNOWN
tcinet.com.br,Software/Hardware
kdf.org.sg,Travel
maus-soft.com,Software/Hardware
saffronsoul.com,Online Shopping
63.67.107.20,UNKNOWN
northwave.com,Sports
westonsjewelry.com,Online Shopping
digitalplayroom.com,Parked Domain
insurancehowto.com,Finance/Banking
creativechaos.net,Technical Information
dragonlive.com,Pornography
sillyone.com,Humor/Comics
bustyone.com,Pornography
greatauctionsnow.com,Auctions/Classifieds
momsjewelers.com,UNKNOWN
x10seminar.com,Finance/Banking
sexmoviehouse.com,Pornography
172.129.70.242,UNKNOWN
thumbslum.com,Pornography
mad-mobiles.com,UNKNOWN
lynncole.com,Business
beastguide.com,Potential Criminal Activities
comicsgalleries.com,Pornography
1oldslutspics.com,Pornography
ibizinterviews.com,Health
novinky.cz,General News
dlinkshop.com,Internet Services
insurancepoliciesonline.com,Finance/Banking
123webtemplatesandmore.com,Internet Services
solsnowboarding.com,Sports
nichibeitimes.com,General News
kfvs12.com,Entertainment
sumsung.com,Parked Domain
windham.com,Business
advogain.com,Online Shopping
perricone.com,Portal Sites
12.19.68.8,Travel
sex-hot-sites.com,Pornography
zorkonus.com,Weapons
matesol.info,Education/Reference
67.170.186.167,UNKNOWN
attainablesuccess.com,UNKNOWN
spaceaceonline.com,Entertainment
linl.de,Pornography
daedalus.com,Humor/Comics
giftbunny.com,Online Shopping
1st-on-new-cars.com,Marketing/Merchandising
domain-webhost.com,UNKNOWN
eadt.co.uk,General News
behrmann-motors.com,Travel
auto-insurance-quote-4u.com,Health
alexboys.com,Pornography
themoviemasters.com.au,UNKNOWN
crocodilerockcafe.com,Entertainment
interpac.net,Business
bossierfcuhb.org,UNKNOWN
imcu.com,Finance/Banking
premierbride.com,Marketing/Merchandising
172.170.186.69,UNKNOWN
c99.ru,Auctions/Classifieds
adclick.ws,Spam URLs
pnyrebates.com,Online Shopping
spamliquidator.com,Software/Hardware
enewsrelease.com,Malicious Sites
gxnews.com.cn,General News
blackcream.com,Pornography
broadcast-weather.net,Portal Sites
dodgerstages.com,Entertainment
grapevinefestivals.com,Public Information
cryscomp.com,Internet Services
aufhauser.net,Business
palmisland.co.ae,Marketing/Merchandising
usemod.com,Internet Services
cloudneo.com,Entertainment
advanceteam.com,Job Search
rooshlog.com,Personal Pages
thequeensgalley.org,Restaurants
sexy-teen-pussy.com,Pornography
artonthenet.net,Art/Culture/Heritage
gjmagazine.com,General News
magical-love-spells.com,UNKNOWN
unifi.com,Business
fireflypond.com,Personal Pages
minertown.com,Marketing/Merchandising
0bnoxious.net,UNKNOWN
journalmtl.com,General News
aart.org,Personal Pages
niagara.com,Business
sexy-julia.com,Malicious Sites
almazmail.com,UNKNOWN
hivnet.com,Health
hkcoolsite.com,Entertainment
freepornovideo.org,Pornography
quoteaday.com,Entertainment
utopiaguide.com,Sexual Materials
sharapova.nl,Pornography
solareclipse.net,Personal Pages
sexhungryjoes.com,Pornography
rest.co.il,Entertainment
mantelsinc.com,Real Estate
amazing43.com,General News
bamchicago.com,Online Shopping
sanskritmantra.com,Religion/Ideologies
robertshaw.com,Software/Hardware
gettyone.com,Business
rimfiresports.com,Online Shopping
formsguru.com,Business
collegerecruiter.com,Education/Reference
gigahit.com,Parked Domain
dancex.nl,UNKNOWN
savyx.net,Malicious Sites
browardlibrary.com,Education/Reference
101thefox.net,Entertainment
cameras101.com,Online Shopping
cclistings.com,Finance/Banking
vitro.com,Business
biopharm-leeches.com,Health
quilters-world.com,Forum/Bulletin Boards
mikesbyot.com,UNKNOWN
herrington.com,Internet Services
msdnevents.com,Technical Information
plusonefans.com,UNKNOWN
aax.de,Business
e-cafe.com,UNKNOWN
strengthcats.com,Recreation/Hobbies
animestudios.net,UNKNOWN
incursiones.com,Portal Sites
lostinspace.com,Art/Culture/Heritage
historiska.se,Education/Reference
youronlineagents.com,Finance/Banking
puppyhue.com,UNKNOWN
landandsky.com,Online Shopping
airlife.ru,Business
hiphopyaik.com,Entertainment
foxmature.com,Pornography
tycovalves-na.com,Business
motorcycle.ch,Marketing/Merchandising
projectmind.org,Online Shopping
robernoby.com,UNKNOWN
thecatgallery.com,Online Shopping
911ass.com,Pornography
fncc.com,Finance/Banking
172.133.64.173,UNKNOWN
sincondon.com,Pornography
motorsportwarehouse.com,Marketing/Merchandising
fratmat.net,General News
carolinacas.com,Finance/Banking
superbikeclub.com,Sports
100thww2.org,Education/Reference
fuglyporn.com,Pornography
daily-post.net,Pornography
jokerit.com,Sports
karaszewski.us,Internet Services
beadsearch.com,Personal Pages
boyscondo.de,Pornography
newdiets.com,Health
slash.com,Personal Pages
dog-training.com,Entertainment
classifieds-live.com,Public Information
celadontrucking.com,Motor Vehicles
speedskating.org,Non-Profit/Advocacy/NGO
secretjap.com,Pornography
63.173.131.6,UNKNOWN
biomodel.com,Business
browardcarnival.org,UNKNOWN
jus4funcanada.com,Travel
prescription-pills-r-us.com,Health
kenyaniyetu.com,Forum/Bulletin Boards
suze-aria-giovanni-briana-banks-zemanova-sylvia-sa,UNKNOWN
propellerhead.se,Software/Hardware
crowleysmarine.com,Marketing/Merchandising
socialnet.com,Dating/Personals
youngmodels.com,Pornography
subwaystamp.com,Online Shopping
uniqueleader.com,Entertainment
allanime.org,Forum/Bulletin Boards
vpptechnologies.com,Business
phantomtrikes.com,Marketing/Merchandising
gamesforfree.net,Games
66.201.43.63,UNKNOWN
teen-facial-cumshots.com,Pornography
videopimp.com,Entertainment
bugsaway.com,Marketing/Merchandising
nwy.at,Internet Services
palmcoastd.com,Software/Hardware
bikeweek.com,General News
jacobslanding.net,UNKNOWN
planetdeusex.com,Game/Cartoon Violence
khov.com,Real Estate
askdoglady.com,Marketing/Merchandising
24.194.32.33,UNKNOWN
lazarusweddingchannel.com,Online Shopping
hardcorelovin.com,Pornography
ecstasylive.com,UNKNOWN
usatvs.com,Software/Hardware
nakedmen.to,Pornography
cerca.cc,UNKNOWN
sexybabespages.com,Pornography
catholicmom.com,Major Global Religions
ninsprites.tk,UNKNOWN
1q-2w3e4r-4r5t6jab1y.biz,UNKNOWN
jasminebecketgriffith.com,Entertainment
best100.jp,Social Networking
aruba.it,Internet Services
thepalacetheatre.com,Parked Domain
good69.com,Online Shopping
mpamusement.com,Marketing/Merchandising
rousseaus.com,Sports
boschautoparts.co.uk,Marketing/Merchandising
mccarthygroup.net,Parked Domain
carnalpeaks.com,Pornography
thebirdshed.com,Marketing/Merchandising
iatrogenic.org,Malicious Sites
elottosystem.com,UNKNOWN
teensinstockings.net,Pornography
rexburgstandardjournal.com,General News
a24-7pornsite.com,Pornography
crystal-gunns.com,Pornography
fpz.hr,Education/Reference
bahayco.com,Business
1-adultservices.com,Pornography
loudoncounty.org,Public Information
welcomingyou.co.uk,Travel
4casino4you.com,UNKNOWN
wmagradio.com,Entertainment
ij.net,Internet Services
noprescriptionsneeded.com,Pharmacy
qualitydressed.com,UNKNOWN
pornninja.com,Pornography
gulfnews.com,General News
homeboxoffice.com,Software/Hardware
ronzoni.ca,Health
lilusex.com,Pornography
zope.com,Business
asianxpress.com,Entertainment
blowoutvideo.com,Entertainment
hack-direct.com,Parked Domain
andaengivelaiefiteaaldnew.com,UNKNOWN
arcanum.com,UNKNOWN
i-cybie.net,Business
63.126.124.45,Entertainment
reptileweb.co.uk,Real Estate
sentbyangels.com,Entertainment
sizequeen.com,Pornography
lezbo-movie.com,Pornography
classictelevision.info,UNKNOWN
frozen-wings.net,Internet Services
gihealth.com,Health
knowyourloanrate.com,Finance/Banking
movies-free.net,Pornography
superrsoft.com,Shareware/Freeware
szokasi.com,UNKNOWN
hogwarts-gallery.org,Entertainment
internetstakes.net,UNKNOWN
utlx.com,Marketing/Merchandising
infomagic.net,Internet Services
subarumembers.com,Motor Vehicles
windasale.com,UNKNOWN
ratescalculators.com,UNKNOWN
rent-a-negro.com,Humor/Comics
mp3entertainment.com,Marketing/Merchandising
inmint.com,Games
eliteprofiles.com,Parked Domain
britishonly.com,Online Shopping
danfoss.com,Business
glyphweb.com,Internet Services
viewonline.com,General News
c350.net,Mobile Phone
splashshop.net,UNKNOWN
fantafiction.com,Education/Reference
facial-for-a-buck.com,Pornography
adrevservice.com,Business
spanishcourses.info,Education/Reference
zid.ru,Marketing/Merchandising
cardvelocity.com,Digital Postcards
alysabeth.com,Pornography
livingontheplanet.com,Personal Pages
michoacan-travel.com,Travel
freetranslater.com,Parked Domain
66.193.70.230,UNKNOWN
inspiration4everyone.com,Religion/Ideologies
tits-and--ass.info,Pornography
pornbooks.com,Pornography
autokniga.ru,Education/Reference
fla-wantads.com,Auctions/Classifieds
66.71.50.150,UNKNOWN
stepshow.com,Business
linkt.com.au,UNKNOWN
horescope.com,UNKNOWN
newsfilter.co.uk,Forum/Bulletin Boards
celebheaven.tk,Pornography
honigs.com,Sports
cumsfree.com,Pornography
basas.com,Business
thanksgivingcoffee.com,Health
defacto2.net,Potential Hacking/Computer Crime
bydgoszcz.pl,Public Information
rolfwheels.com,Marketing/Merchandising
nystce.com,Parked Domain
theplacetobe.com,Parked Domain
socorrupt.com,Pornography
nigelparry.com,Personal Pages
pussyfart.com,Pornography
goldsgympowerflex.com,Online Shopping
thegreenhousespa.net,Recreation/Hobbies
172.133.120.73,UNKNOWN
neukfilmpjes.nl,Pornography
caraustar.com,Business
atlas-historique.net,Education/Reference
interec.net,Job Search
healthypeople.gov,Government/Military
iwantmoresmalltits.com,Pornography
maxpower.nu,Personal Pages
clickotunity.com,UNKNOWN
qualitymed.com,Online Shopping
tateossian.com,Fashion/Beauty
panacea-pharmacy.com,Online Shopping
picss.org,Pornography
curtco.com,Entertainment
mausworks.com,Internet Services
bancopopular.com,Finance/Banking
telecomegypt.com.eg,Business
antiantiworld.com,Malicious Sites
blackmoont.com,Parked Domain
quickstartguitar.com,Entertainment
amasolutions.com,Health
leadmaxx.com,Internet Services
eronewz.com,Pornography
card-debt-consolidation.com,Finance/Banking
kultur-online.com,Art/Culture/Heritage
2loop.com,Internet Services
hardwetpussy.com,Pornography
ldscafe.org,Chat
infocision.com,Internet Services
rowsrevenge.com,Parked Domain
voyeuristical.com,Pornography
ebonyisland.com,Malicious Sites
donsphoto.com,Art/Culture/Heritage
precisionsteel.com,Business
mrskin-videos.com,Pornography
attractivenews.com,Parked Domain
pusatvcd.com,Pornography
newfilmmakers.com,Entertainment
ehotel-reserve.com,Travel
porn-ready.com,Pornography
ramywildrice.com,Online Shopping
ask-corp.co.jp,Software/Hardware
iclnet.org,Religion/Ideologies
mandd.net,Travel
twinkys.com,Pornography
ggoogle.com,Search Engines
wfh.org,Health
edrugs.ws,Health
kuntakente.biz,UNKNOWN
horny-sexx.com,Pornography
ed.gov,Government/Military
tninet.se,Forum/Bulletin Boards
prod.ru,Restaurants
xx8.com,Chat
spplatattack.com,Weapons
kakarigi.net,Internet Services
tvpoolmagazine.com,General News
66.169.200.196,UNKNOWN
bondingteens.com,Pornography
opportunitynocs.com,Parked Domain
haccents.com,Online Shopping
thatlittlebastad.com,Forum/Bulletin Boards
cars.ru,Marketing/Merchandising
entermp3.com,Entertainment
laurinburgexchange.com,General News
tons-referrals.com,UNKNOWN
footfriends.com,Pornography
hondahills.com,Sports
lightcomputers.com,Software/Hardware
216.103.111.115,Entertainment
localshemales.com,Pornography
source2004.org,Online Shopping
woblingerie.com,Online Shopping
deltawoodworking.com,Real Estate
rhinoga.com,UNKNOWN
rdrop.com,Business
fibromialgia.com.br,Health
flexiblebabes.com,Pornography
bookreporter.com,Entertainment
video-galls.com,Pornography
thomaslabs.com,Online Shopping
internetshopping24.com,Online Shopping
freestuff4you.net,UNKNOWN
columbusrealtors.org,Finance/Banking
huc.edu,Education/Reference
diecastdepotshop.com,Sports
marypat.org,Personal Pages
trainingreport.ca,Education/Reference
garygasprices.com,Business
haitifm.com,Entertainment
dancefx.com.au,Sports
callcharge.com,UNKNOWN
cutsyndrome.de,Media Downloads
free-screensavers-download.net,Pornography
lilbowow.com,Marketing/Merchandising
cottonswow.com,Online Shopping
eastereggs.com,Games
metaltheory.com,Online Shopping
yournamecosmetics.com,Online Shopping
decoratingden.com,Real Estate
videouniversity.com,Online Shopping
tonyaustin.com,Personal Pages
japan-sex-video.com,Pornography
sex-video-clips.net,Pornography
adkad.com,Business
illinoisalumni.org,Professional Networking
nvps.net,Education/Reference
cyberport.com,Business
utahmotorhomerentals.com,Travel
silverstonegroup.com,Education/Reference
lexaniwheel.com,Online Shopping
endloop.com,Online Shopping
moonarts.com,Internet Services
bankwithfnb.com,Finance/Banking
gogetagrip.com,Business
nassauboces.org,Education/Reference
sorbonne.fr,Education/Reference
worldslowestprice.com,Personal Pages
bestdirectvalue.com,Online Shopping
explorealberta.com,Travel
gotconfidence.com,Finance/Banking
versilia-on-line.com,Public Information
w1tp.com,Entertainment
00-00-00-00.com,Online Shopping
ladyluckhotelcasino.com,Travel
pastemusic.com,Entertainment
shoppoc.com,UNKNOWN
romanity.org,Education/Reference
condorcreations.com,Business
lesbian-games.com,Pornography
golishlaw.com,Marketing/Merchandising
binarymarketing.com,UNKNOWN
snakelady.com,UNKNOWN
tigi.co.uk,Fashion/Beauty
temptingeve.com,Pornography
michigangov.com,Parked Domain
bigmelonbabes.com,Pornography
seasoncolors.com,UNKNOWN
ghetto.ru,Business
cruisereport.com,Travel
mi-chan.net,UNKNOWN
dakotadoodles.com,Marketing/Merchandising
movdaz.com,UNKNOWN
2000.net,UNKNOWN
carsofthestars.com,Art/Culture/Heritage
dirgotronix.net,Personal Pages
smartguy.dk,Online Shopping
centuryoffers.com,UNKNOWN
exa947.fm,Internet Radio/TV
eyeselect.com,Internet Services
mojo.com,Business
spa.ru,Travel
rpghill.org,Forum/Bulletin Boards
parsradio.com,Chat
injected.com,UNKNOWN
pissing-movies.net,Pornography
stockchicken.com,UNKNOWN
best-realty.ru,Online Shopping
clusters.com,Marketing/Merchandising
chopstixmedia.com,Business
followupmarketer.com,Software/Hardware
gildedlilygraphics.com,Internet Services
yahoo.com-o31,UNKNOWN
yahoo.com-o30,UNKNOWN
yahoo.com-o33,UNKNOWN
yahoo.com-o32,UNKNOWN
yahoo.com-o35,UNKNOWN
yahoo.com-o34,UNKNOWN
yahoo.com-o37,UNKNOWN
yahoo.com-o36,UNKNOWN
yahoo.com-o39,UNKNOWN
yahoo.com-o38,UNKNOWN
irb.com,Sports
hardsexpictures.com,Pornography
beehivecandles.com,Online Shopping
clippershiptrading.com,Politics/Opinion
fhnews.com,Weapons
printfree.com,Shareware/Freeware
renault.com.pl,Motor Vehicles
pearljamonline.it,Entertainment
medicalcodingcourses.com,Education/Reference
incompanyofdogs.net,Online Shopping
savagenews.com,Software/Hardware
nursingcouncil.org.nz,Non-Profit/Advocacy/NGO
rochcrusaders.org,Pornography
aloarabs.com,Online Shopping
pcimagenetwork.com,Marketing/Merchandising
ralphsworldjr.com,Sports
lietuva.lt,Public Information
absolutepatience.com,Games
bizarresexweekly.com,Pornography
tourspain.co.uk,Travel
emailcities.com,UNKNOWN
dissoft.ru,Potential Criminal Activities
temporary-insanity.com,Entertainment
unitethecows.com,P2P/File Sharing
walmartwatch.com,Politics/Opinion
einstien.com,Pornography
littleflowerspussy.com,Pornography
lakearrowhead.net,Business
babyurl.com,Internet Services
berettaxtreme.com,UNKNOWN
thehushzone.com,Pornography
68.83.127.173,UNKNOWN
sesameseventies.com,UNKNOWN
datatel-users.org,Business
jwawning.com,Online Shopping
sfeu.ac.uk,Education/Reference
robinsnest.com,Education/Reference
hispavista.com.uy,Games
jonno.com,Personal Pages
skybersex.com,Pornography
homeharvest.com,Online Shopping
bbtk.co.uk,UNKNOWN
65.243.133.99,UNKNOWN
af.nl,Business
sailormoonhentai.com,Pornography
freeadultwebmaster.com,Pornography
vendingmachine.cc,UNKNOWN
karupcha.com,Pornography
webphotoschool.com,Education/Reference
mavi.net,UNKNOWN
ieasytraffic.com,UNKNOWN
ps2reality.net,Games
adata.com,Business
raasaleela.com,UNKNOWN
amderringer.com,Provocative Attire
144.118.145.233,UNKNOWN
winwithhollywood.com,Gambling
4wicked.com,Pornography
fishinfo.ru,Parked Domain
netreal.de,Portal Sites
duffzone.co.uk,Entertainment
doubleanal.net,Pornography
robertbrunerstores.com,Online Shopping
suzukicavalcade.com,Motor Vehicles
westlifeweb.com,Entertainment
pk2galleries.com,Pornography
prtc.com,Search Engines
cartoon-porn.org,Pornography
aiccumentor.org,Education/Reference
sexysuky.com,Pornography
68.0.53.136,UNKNOWN
realhead.com,Pornography
pinholespy.com,Games
windowsgalore.com,Forum/Bulletin Boards
omania.com,Online Shopping
totka.com,Business
horseware.com,Marketing/Merchandising
burenshu.com,UNKNOWN
speedstar.co.jp,Online Shopping
dogs-on-1st.com,UNKNOWN
busco-porno.com,Pornography
boardgamesusa.com,Games
mrski.com,Pornography
kvss.com,Entertainment
meetthegeeks.org,Software/Hardware
eightmanband.com,UNKNOWN
purematures.com,Pornography
histcloth.com,Parked Domain
moochers.com,Portal Sites
jobpointer.com,Job Search
free-unsensored-porn-pictures.com,Pornography
vanderbilts.com,Online Shopping
siberlink.com,Software/Hardware
pbu.edu,Education/Reference
cgicn.com,Internet Services
thehumanequation.com,Job Search
supersquirters.com,Pornography
hacking-team.de,Malicious Sites
topteen.org,Pornography
aftrasagfcuonline.org,Finance/Banking
replica-collection.com,Fashion/Beauty
rechertheatre.com,Art/Culture/Heritage
ragazzesexy.tv,Pornography
brand-cigarettes.com,Online Shopping
google.com.do,Search Engines
lizzyborden.com,Business
fair.com.kg,Business
fromzlatoust.ru,Business
bettergamer.com,UNKNOWN
ibuyernet.com,Business
artisticimpulse.com,Pornography
hibbingmn.com,General News
nciwholesale.com,Online Shopping
146.151.61.213,UNKNOWN
yourlandscapedesigners.com,Marketing/Merchandising
thecopelandsite.com,Entertainment
msn.coml,UNKNOWN
axa-direct.co.jp,Marketing/Merchandising
iforgotthename.com,Portal Sites
bouncersbible.com,Personal Pages
sport-tovari.ru,Online Shopping
acsajoblink.com,Job Search
asics.it,Sports
axialis.com,Business
scandinavianblondes.com,Pornography
steinersports.net,UNKNOWN
maitresse-elsa.com,Pornography
myaimco.com,UNKNOWN
dare4bucks.com,UNKNOWN
cruciatus.org,UNKNOWN
metisnation.ca,Non-Profit/Advocacy/NGO
corporate-office-supply.com,Online Shopping
cobraclub.com,Entertainment
e-book.com.au,Marketing/Merchandising
obituariestoday.com,General News
assistivetechnologies.com,Software/Hardware
goodtv.com.tw,Entertainment
proximaswimwear.com,Provocative Attire
prairie.ca,Internet Services
afrlhorizons.com,Public Information
libskates.com,UNKNOWN
flamingoworld.com,Online Shopping
askway.com,UNKNOWN
segmentcorp.com,UNKNOWN
maddorangecounty.org,Non-Profit/Advocacy/NGO
local4all.com,Web Ads
club-silviasaint.com,Pornography
sadlyno.com,Politics/Opinion
japanaradio.com,Entertainment
dorothylaine.com,Pornography
giant-cocks.info,Pornography
rubabes.info,UNKNOWN
bananaa.com,Pornography
1search.biz,Malicious Sites
allrate.ru,Marketing/Merchandising
sylvannursery.com,Marketing/Merchandising
diouda.fr,Online Shopping
twopairs.com,Pharmacy
showmetexas.tv,UNKNOWN
camdencounty-ga.com,Public Information
gayhot.com,Pornography
mmrestaurantequipment.com,Restaurants
lesbian-cat-fights-sex-pics.com,Pornography
ariasworld.net,Pornography
tonightslingerie.com,Online Shopping
65.126.145.13,UNKNOWN
freekittie.com,Pornography
realestate-advisor.com,Finance/Banking
coachdom.com,Education/Reference
rsamd.ac.uk,Education/Reference
fmp666.com,Entertainment
cygnetstudios.com,Recreation/Hobbies
flower.com,Online Shopping
cumflood.com,Pornography
swingers-top100.com,Pornography
bushybeavers.com,Pornography
hksexnet.com,Pornography
fluaway.net,Health
sprawlwatch.org,Portal Sites
frederickbuechner.net,UNKNOWN
mytuxedocatalog.com,Fashion/Beauty
histgeo.com,Education/Reference
totalnet.com,Business
womansex.com,Pornography
site-spain.com,Internet Services
evosales.com,Marketing/Merchandising
moneyzap.com,Business
kaleidesigns.com,Online Shopping
skindump.com,Pornography
creditresourcecenter.org,UNKNOWN
sexyteenlesbians.com,Malicious Sites
globe.net.nz,Internet Services
tendulkaronline.com,Sports
carlos.com.hk,Entertainment
elliott-wave-analysis.com,Stock Trading
auctionup.co.uk,Education/Reference
abchurch.org,Religion/Ideologies
ltpicks.com,Sports
kianna.tv,Pornography
bozimul.com,Pornography
cincinnatisymphony.org,Entertainment
signetresearch.net,Internet Services
bethany.edu,Education/Reference
iteslj.org,Education/Reference
free-daily-amateur-pictures.com,Pornography
certance.com,Business
ahford.com,Motor Vehicles
scdmvonline.com,Public Information
sicfalcon.net,UNKNOWN
free-hardcore-passes.com,Pornography
linkurealty.com,Software/Hardware
davita.com,Health
agsea.com,Online Shopping
eboxonline.biz,Spam URLs
1doctor.ru,Health
eternalsnow.com,Online Shopping
jamesgunn.com,Entertainment
nabshow.com,Business
technick.net,Education/Reference
icemedia.org,UNKNOWN
optionality.net,Portal Sites
aquicknow.com,UNKNOWN
mciblue.com,Online Shopping
ilgop.org,Politics/Opinion
lustcircus.com,Pornography
172.167.174.212,UNKNOWN
172.135.86.163,UNKNOWN
checkedsites.com,UNKNOWN
67.60.216.70,UNKNOWN
1st-auto-parts.com,Marketing/Merchandising
cnsphoto.com,General News
caramelfantasy.com,Pornography
mariecarie.com,UNKNOWN
linky.ru,Business
firki.it,UNKNOWN
marshallparthenon.com,Entertainment
aveloninn.com,Parked Domain
mariettadodgejeep.com,Motor Vehicles
missjones.com,Internet Services
sheep.com,Recreation/Hobbies
militaryloan.com,Finance/Banking
donbrockway.com,Education/Reference
metwebforms.com,Finance/Banking
pedroandme.com,UNKNOWN
gayboys18plus.com,Pornography
fsnnewengland.com,Entertainment
bigbamboostock.com,Online Shopping
just-computer-links.com,UNKNOWN
saxpics.com,Entertainment
totustuus.biz,General News
legendarythemes.com,Digital Postcards
orlyproducts.com,Parked Domain
butlermfg.com,Business
partyanimalsdcauction.org,UNKNOWN
lensdoc.com,Health
ebiz.com,Internet Services
kidpub.org,Entertainment
loanfundexchange.com,UNKNOWN
210.245.151.26,UNKNOWN
danzigercartoons.com,Entertainment
esquinacarlosgardel.com.ar,Entertainment
connect2cupid.co.uk,Dating/Personals
startupsteve.com,Portal Sites
holocaustnames.com,Education/Reference
teenages18.com,Pornography
americanspice.com,Health
post-forward.com,Pornography
buttpissing.net,UNKNOWN
enterprisefoundation.org,Education/Reference
portlist.de,UNKNOWN
greencardpro.com,Public Information
sj-smart.com,Travel
qcimarine.com,Business
celtic-lyrics.com,Art/Culture/Heritage
66.131.30.19,UNKNOWN
caa.org,Gambling
airwoodmedia.com,Pornography
humour.com,Humor/Comics
webedelic.com,Internet Services
northcarolina.edu,Education/Reference
wicked-ladies.com,Pornography
d-n-b.co.uk,Online Shopping
140.180.132.75,UNKNOWN
greetingcenter.com,Digital Postcards
beerfun.com,Alcohol
stepfamily.org,Non-Profit/Advocacy/NGO
hotadultdeals.com,UNKNOWN
humanhead.com,Games
sentieridelcinema.net,Pornography
awa.or.jp,Business
bmwcards.com,Auctions/Classifieds
ianai.net,Internet Services
forsex.ru,Pornography
white-tigers.org,Non-Profit/Advocacy/NGO
creditrespectful.com,UNKNOWN
ontrackandfield.com,Online Shopping
grabastermania.info,UNKNOWN
gevityhr.com,Job Search
childrenwithdiabetes.com,Education/Reference
alluremodels.com,Pornography
enchomefinder.com,Portal Sites
webinity.com,UNKNOWN
excaliburdehydrator.com,Real Estate
sixphases.com,UNKNOWN
24.74.224.131,UNKNOWN
semichips.org,Business
baystate-online.com,Public Information
dixionary.com,Games
blog-city.com,Blogs/Wiki
independientesantafe.com,Sports
floorlab.com,UNKNOWN
japanesesexyschoolgirls.com,Pornography
fifaworldcup2002.com,UNKNOWN
ruin6998rx.us,UNKNOWN
gianthardcore.com,Pornography
platinumdevils.com,Pornography
giantpussylips.com,Pornography
crazy-funny-pics.com,Humor/Comics
jdymvp.com,UNKNOWN
skystoneandsilver.com,Online Shopping
multicom.ba,Business
tgpgirl.com,Pornography
68.201.165.223,UNKNOWN
satbuy.com,UNKNOWN
hiarchive.co.uk,Entertainment
4amok.com,Games
msnwereld.be,UNKNOWN
surplus-stuff.com,UNKNOWN
olay.com,Fashion/Beauty
infertilitydiet.com,Education/Reference
admred.com,UNKNOWN
parktavern.com,Restaurants
younggods.com,Entertainment
phantomfm.com,Entertainment
maniapages.com,Pornography
littlefingers.com,Education/Reference
xxxstargirls.com,Pornography
denniz.net,UNKNOWN
lifecor.com,Health
howeverlargeorsmall.biz,UNKNOWN
tailoredfashionclothes.com,UNKNOWN
123getajob.com,Job Search
gorilax.com,Pornography
cajuntaste.com,Restaurants
tractleague.com,Online Shopping
gamblersavenue.com,Gambling
cooltuna.com,Online Shopping
domeshelter.com,Marketing/Merchandising
dwango.com,Business
futuresupermodel.com,Entertainment
ebiznet.com,Software/Hardware
freecontacts.com,Online Shopping
havaianas.com.br,Fashion/Beauty
buybooksonline.ws,Online Shopping
172.172.25.204,UNKNOWN
haroldandkumar.com,Entertainment
tirereview.com,Marketing/Merchandising
gloriagaynor.com,Entertainment
106park.com,Parked Domain
paulmccartneyshop.com,Entertainment
janegoodall.com,UNKNOWN
drunkenthumbs.com,Pornography
mississippicoast.com,Portal Sites
kompak.ru,Marketing/Merchandising
tell-n-sell.net,Forum/Bulletin Boards
joesdeals.com,UNKNOWN
solidsnakedesigns.com,Chat
campusrecords.net,Pornography
kepemep-cree.org,Government/Military
borderbangers.ws,Pornography
barcelona-airport.com,Public Information
crepe-suzette.com,Online Shopping
travelasp.com,Software/Hardware
tinygiants.com,Entertainment
freeglobalsurveys.com,Job Search
24.168.173.142,UNKNOWN
128.175.245.184,UNKNOWN
pacifictradingcards.com,Sports
blondcamgirls.com,Pornography
ihffilm.com,Entertainment
southern-belle.com,Online Shopping
dailytranny.com,Pornography
ameeshia.com,Chat
pccarx.com,Health
eroticlit.com,Pornography
gothicworld.com,Parked Domain
dotnude.com,Pornography
hacker-tracker.com,Software/Hardware
mnet.ne.jp,Personal Pages
makingcosmetics.com,Health
67.114.159.242,UNKNOWN
fineartstrader.com,UNKNOWN
mardigrasstore.com,Online Shopping
sarbakan.com,Entertainment
departmentstoresonline.com,Online Shopping
freshgear.com,Entertainment
xcache.com,Software/Hardware
fantadream.com,Pornography
creamypies.com,Pornography
vyebmaster.info,Pornography
trackercam.com,Software/Hardware
onlyshojo.com,Humor/Comics
p-ol.com,Business
sksparts.com,Online Shopping
finecaviar.com,Online Shopping
ftrain.com,Blogs/Wiki
davidscloset.com,Provocative Attire
coralgardens.com,Travel
rottweiler.co.uk,Marketing/Merchandising
phxarts.com,Parked Domain
vicksburg.com,Public Information
u-net.com,Business
electrochem.org,Education/Reference
bellabrides.com.au,Fashion/Beauty
pragagroup.cz,Real Estate
masterofbundle.info,UNKNOWN
amycentral.net,UNKNOWN
smoky-mountains-vacation.com,Travel
virology.net,Education/Reference
bizqwest.com,UNKNOWN
japanblowjobs.com,Pornography
tvg.com,Gambling
metalinfo.com,General News
sportbikes.net,Forum/Bulletin Boards
bysierra.com,Software/Hardware
cobrainsurance.net,Finance/Banking
insolito.com,Parked Domain
bakakage.com,UNKNOWN
mauropicotto.com,Entertainment
boysnightout.com,Entertainment
66.71.63.147,UNKNOWN
prissysissy.com,Pornography
hedgesparrow.com,Pornography
c-trec.org,Pornography
otas.ru,Malicious Sites
curioushunks.com,Pornography
